sample;num_crispr_arrays;average_crispr_length;average_AT;percent_plus_orientation;percent_minus_orientation
GCF_001278535.1_ASM127853v1_genomic.fasta;5;698.2;36.6;33.33;66.67
GCF_002216855.1_ASM221685v1_genomic.fasta;0;0.0;68.76;0.0;0.0
GCA_900660465.1_50648_A01-3_genomic.fasta;4;104.25;60.06;0.0;100.0
GCF_001642695.1_ASM164269v2_genomic.fasta;8;97.75;26.63;66.67;33.33
GCA_900105825.1_IMG-taxon_2667527228_annotated_assembly_genomic.fasta;5;110.4;39.89;60.0;40.0
GCA_900129245.1_IMG-taxon_2695420930_annotated_assembly_genomic.fasta;2;308.5;64.39;100.0;0.0
GCF_009730395.1_ASM973039v1_genomic.fasta;0;0.0;68.66;0.0;0.0
GCA_023716005.1_ASM2371600v1_genomic.fasta;13;124.92;28.53;40.0;60.0
GCA_016725245.1_ASM1672524v1_genomic.fasta;5;107.6;67.32;66.67;33.33
GCF_002727065.1_ASM272706v1_genomic.fasta;8;122.75;34.98;40.0;60.0
GCF_003254575.1_ASM325457v1_genomic.fasta;4;90.5;32.14;0.0;100.0
GCA_014145585.1_ASM1414558v1_genomic.fasta;1;214;62.04;0.0;0.0
GCA_019930685.1_ASM1993068v1_genomic.fasta;2;94.5;62.93;50.0;50.0
GCA_000973625.1_ASM97362v1_genomic.fasta;0;0.0;54.84;0.0;0.0
GCF_001750725.1_ASM175072v1_genomic.fasta;0;0.0;45.4;0.0;0.0
GCF_007097285.1_ASM709728v1_genomic.fasta;4;1296.75;66.1;100.0;0.0
GCA_014651095.1_ASM1465109v1_genomic.fasta;5;151.8;27.42;50.0;50.0
GCF_027558275.1_ASM2755827v1_genomic.fasta;5;179.4;36.39;25.0;75.0
GCA_019697375.1_Llam7_genomic.fasta;15;655.8;28.61;50.0;50.0
GCA_032073705.1_ASM3207370v1_genomic.fasta;4;145;56.39;50.0;50.0
GCF_001544875.2_Burkholderia_sp._LMG_29322_genomic.fasta;2;112;36.81;0.0;0.0
GCF_024123875.1_ASM2412387v1_genomic.fasta;0;0.0;39.81;0.0;0.0
GCF_004784475.1_ASM478447v1_genomic.fasta;16;155.81;28.27;70.0;30.0
GCA_900636685.1_43874_A01_genomic.fasta;5;133.4;67.62;0.0;100.0
GCF_002887775.1_ASM288777v1_genomic.fasta;1;74;62.4;0.0;0.0
GCA_013140855.1_ASM1314085v1_genomic.fasta;5;475.6;58.02;40.0;60.0
GCA_018289315.1_ASM1828931v1_genomic.fasta;3;897.33;54.57;66.67;33.33
GCA_014646275.1_ASM1464627v1_genomic.fasta;11;121.09;27.81;66.67;33.33
GCF_037094655.1_Shew_sp_01_v1_genomic.fasta;2;123;53.7;0.0;100.0
GCF_003111925.1_ASM311192v1_genomic.fasta;3;270;35.5;0.0;100.0
GCF_001658025.2_ASM165802v2_genomic.fasta;2;272.5;45.97;0.0;100.0
GCA_022870885.1_ASM2287088v1_genomic.fasta;6;928.83;49.56;50.0;50.0
GCF_002217795.2_ASM221779v2_genomic.fasta;3;1715;40.69;33.33;66.67
GCF_004682015.1_ASM468201v1_genomic.fasta;6;126.67;31.55;100.0;0.0
GCF_007992335.1_ASM799233v1_genomic.fasta;13;487.77;60.08;42.86;57.14
GCA_019334125.1_ASM1933412v1_genomic.fasta;6;143.83;38.33;33.33;66.67
GCF_001664385.1_ASM166438v1_genomic.fasta;3;96.67;38.66;0.0;0.0
GCF_034424375.1_ASM3442437v1_genomic.fasta;1;74;34.59;100.0;0.0
GCA_016127855.1_ASM1612785v1_genomic.fasta;7;172.57;32.12;66.67;33.33
GCF_037081795.1_ASM3708179v1_genomic.fasta;25;349.32;27.69;57.89;42.11
GCA_010491635.1_ASM1049163v1_genomic.fasta;14;547.93;28.03;62.5;37.5
GCA_000718255.1_ASM71825v1_genomic.fasta;7;1356.57;27.36;50.0;50.0
GCA_020861345.1_ASM2086134v1_genomic.fasta;6;136.67;64.59;60.0;40.0
GCF_037120395.1_ASM3712039v1_genomic.fasta;1;112;31.69;0.0;100.0
GCF_003934165.1_ASM393416v1_genomic.fasta;2;1155;36.92;100.0;0.0
GCA_013404075.1_ASM1340407v1_genomic.fasta;4;160.75;33.71;0.0;0.0
GCA_012295505.1_ASM1229550v1_genomic.fasta;6;609;47.82;16.67;83.33
GCA_900411375.1_PRJEB20856_genomic.fasta;6;1062;58.58;66.67;33.33
GCA_017357245.1_ASM1735724v1_genomic.fasta;2;118;39.09;100.0;0.0
GCF_001677985.1_ASM167798v1_genomic.fasta;4;145.5;61.49;66.67;33.33
GCA_014701115.1_ASM1470111v1_genomic.fasta;21;201.86;29.71;50.0;50.0
GCF_008329645.1_ASM832964v1_genomic.fasta;9;117.67;29.55;0.0;0.0
GCF_009363095.1_ASM936309v1_genomic.fasta;1;81;46.95;100.0;0.0
GCA_012396055.1_ASM1239605v1_genomic.fasta;13;178.46;31.65;33.33;66.67
GCA_018968685.1_ASM1896868v1_genomic.fasta;4;103.25;72.55;66.67;33.33
GCF_002165375.2_ASM216537v2_genomic.fasta;2;476;57.6;0.0;100.0
GCF_004343025.1_ASM434302v1_genomic.fasta;2;2566;48.36;0.0;100.0
GCA_023824315.1_ASM2382431v1_genomic.fasta;1;3210;59.41;0.0;100.0
GCA_020683125.1_ASM2068312v1_genomic.fasta;5;105.2;45.88;0.0;100.0
GCA_900636675.1_43781_F01_genomic.fasta;12;126;35.74;44.44;55.56
GCF_002276165.1_ASM227616v1_genomic.fasta;3;141.67;63.23;0.0;100.0
GCA_014203155.1_ASM1420315v1_genomic.fasta;1;83;34.27;0.0;0.0
GCF_037323615.1_ASM3732361v1_genomic.fasta;9;150.78;63.19;66.67;33.33
GCA_023920085.1_ASM2392008v1_genomic.fasta;1;102;61.15;0.0;100.0
GCF_001586165.1_ASM158616v1_genomic.fasta;3;121;50.91;0.0;100.0
GCA_900659625.1_LMG29178_FinalContigs.fasta.gz_genomic.fasta;9;290.89;28.5;50.0;50.0
GCF_009192945.1_ASM919294v1_genomic.fasta;1;112;33.82;0.0;0.0
GCF_008831085.1_ASM883108v1_genomic.fasta;8;130.25;30.44;75.0;25.0
GCA_023520795.1_ASM2352079v1_genomic.fasta;3;2236;40.44;33.33;66.67
GCF_003431825.1_ASM343182v1_genomic.fasta;2;108.5;35.83;100.0;0.0
GCA_019890955.1_ASM1989095v1_genomic.fasta;10;106;42.37;100.0;0.0
GCA_000213655.1_ASM21365v1_genomic.fasta;4;110;56.49;25.0;75.0
GCA_031191225.1_ASM3119122v1_genomic.fasta;5;101.4;59.55;75.0;25.0
GCF_001544615.1_ASM154461v2_genomic.fasta;6;901.17;36.78;100.0;0.0
GCF_030012905.1_ASM3001290v1_genomic.fasta;3;108;67.97;66.67;33.33
GCF_003026455.1_ASM302645v1_genomic.fasta;0;0.0;52.41;0.0;0.0
GCA_014217765.1_ASM1421776v1_genomic.fasta;5;970.8;31.32;75.0;25.0
GCA_014204795.1_ASM1420479v1_genomic.fasta;29;472.28;29.21;50.0;50.0
GCA_019898765.1_ASM1989876v1_genomic.fasta;1;192;30.06;100.0;0.0
GCA_023499985.1_ASM2349998v1_genomic.fasta;0;0.0;59.54;0.0;0.0
GCF_026344005.1_ASM2634400v1_genomic.fasta;2;105.5;36.16;0.0;100.0
GCF_036243495.1_ASM3624349v1_genomic.fasta;14;118.71;28.96;50.0;50.0
GCF_004362535.1_ASM436253v1_genomic.fasta;3;1051.33;58.75;100.0;0.0
GCA_900101085.1_IMG-taxon_2639762651_annotated_assembly_genomic.fasta;1;95;39.93;100.0;0.0
GCF_035231985.1_ASM3523198v1_genomic.fasta;3;949.33;66.87;33.33;66.67
GCA_014898155.1_ASM1489815v1_genomic.fasta;11;1572.45;37.78;40.0;60.0
GCA_021462285.1_ASM2146228v1_genomic.fasta;2;100;41.08;0.0;100.0
GCF_030272285.1_ASM3027228v1_genomic.fasta;4;98;37.98;25.0;75.0
GCF_002284535.1_ASM228453v1_genomic.fasta;6;143.83;38.12;40.0;60.0
GCA_012932375.1_ASM1293237v1_genomic.fasta;13;164.54;41.06;50.0;50.0
GCF_003123685.1_ASM312368v1_genomic.fasta;11;168.64;32.64;66.67;33.33
GCA_023283885.1_ASM2328388v1_genomic.fasta;5;128.4;57.37;100.0;0.0
GCA_010728925.1_ASM1072892v1_genomic.fasta;2;88.5;34.34;0.0;100.0
GCF_026344055.1_ASM2634405v1_genomic.fasta;1;107;32.24;100.0;0.0
GCA_019990885.1_ASM1999088v1_genomic.fasta;6;698.83;57.6;25.0;75.0
GCF_003851555.1_ASM385155v1_genomic.fasta;3;102.33;40.36;33.33;66.67
GCF_009296165.1_ASM929616v1_genomic.fasta;0;0.0;40.52;0.0;0.0
GCA_011355085.1_ASM1135508v1_genomic.fasta;2;107;39.79;0.0;100.0
GCF_026283945.1_ASM2628394v1_genomic.fasta;1;110;37.06;0.0;100.0
GCA_015627125.1_ASM1562712v1_genomic.fasta;2;1230;60.65;100.0;0.0
GCF_004681975.1_ASM468197v1_genomic.fasta;1;97;31.1;100.0;0.0
GCF_001399455.2_ASM139945v2_genomic.fasta;0;0.0;55.7;0.0;0.0
GCF_003065425.1_ASM306542v1_genomic.fasta;3;159.67;35.12;33.33;66.67
GCA_014268585.2_ASM1426858v2_genomic.fasta;6;131.5;40.11;50.0;50.0
GCF_026240815.1_ASM2624081v1_genomic.fasta;7;623.57;57.87;57.14;42.86
GCA_020480345.1_ASM2048034v1_genomic.fasta;3;1039.33;62.88;0.0;100.0
GCA_963855525.1_PS9952019_genomic.fasta;6;497.67;58.02;16.67;83.33
GCA_018130685.1_ASM1813068v1_genomic.fasta;3;131.33;35.67;0.0;100.0
GCF_003330865.1_ASM333086v1_genomic.fasta;11;101.18;30.41;16.67;83.33
GCA_016628735.2_ASM1662873v2_genomic.fasta;1;1796;42.97;100.0;0.0
GCF_002946835.1_ASM294683v1_genomic.fasta;23;324.35;30.08;50.0;50.0
GCA_903886475.1_Streptococcus_thermophilus_CIRM_65_genomic.fasta;3;704.33;60.87;66.67;33.33
GCA_010726085.1_ASM1072608v1_genomic.fasta;2;141;33.99;100.0;0.0
GCF_001642995.1_ASM164299v1_genomic.fasta;28;122.29;29.65;38.46;61.54
GCA_016031655.1_ASM1603165v1_genomic.fasta;1;85;36.27;0.0;0.0
GCA_017303155.1_ASM1730315v1_genomic.fasta;0;0.0;41.65;0.0;0.0
GCA_014655855.1_ASM1465585v1_genomic.fasta;13;125.15;28.82;60.0;40.0
GCA_014651195.1_ASM1465119v1_genomic.fasta;24;148.42;29.31;33.33;66.67
GCF_003029845.1_ASM302984v1_genomic.fasta;4;944.5;24.91;25.0;75.0
GCA_022558965.1_ASM2255896v1_genomic.fasta;4;620.75;33.37;66.67;33.33
GCA_012396005.1_ASM1239600v1_genomic.fasta;15;104.2;33.03;37.5;62.5
GCA_013410615.1_ASM1341061v1_genomic.fasta;4;93.75;29.44;0.0;100.0
GCA_014649055.1_ASM1464905v1_genomic.fasta;24;147.29;27.98;50.0;50.0
GCF_001302265.1_ASM130226v1_genomic.fasta;8;194.88;60.53;66.67;33.33
GCA_963664355.1_piCycPorc2.Trichococcus_shcherbakoviae_1.1_genomic.fasta;3;2463.67;53.18;100.0;0.0
GCA_019930785.1_ASM1993078v1_genomic.fasta;3;159.33;33.07;0.0;100.0
GCF_003951095.1_ASM395109v1_genomic.fasta;4;99.5;43.91;66.67;33.33
GCF_036352035.1_ASM3635203v1_genomic.fasta;3;170;32.94;100.0;0.0
GCA_000716245.1_ASM71624v1_genomic.fasta;29;236.93;25.23;53.33;46.67
GCA_016765635.1_ASM1676563v1_genomic.fasta;6;109.5;55.01;50.0;50.0
GCA_015277855.1_ASM1527785v1_genomic.fasta;27;124.33;29.25;50.0;50.0
GCA_900092025.1_LMG947_genomic.fasta;2;2692.5;35.94;0.0;100.0
GCF_030736795.1_ASM3073679v1_genomic.fasta;21;126.76;29.15;50.0;50.0
GCA_018612865.1_ASM1861286v1_genomic.fasta;0;0.0;38.22;0.0;0.0
GCA_014280945.1_ASM1428094v1_genomic.fasta;31;293.74;28.08;50.0;50.0
GCA_016890085.1_ASM1689008v1_genomic.fasta;4;1250.75;35.11;75.0;25.0
GCF_002155905.1_ASM215590v1_genomic.fasta;18;125.17;27.5;60.0;40.0
GCF_035835995.1_ASM3583599v1_genomic.fasta;4;91.75;43.96;25.0;75.0
GCF_002742385.2_ASM274238v2_genomic.fasta;3;179.33;66.06;0.0;100.0
GCF_003606345.3_ASM360634v3_genomic.fasta;3;108;61.9;100.0;0.0
GCF_001676725.1_ASM167672v1_genomic.fasta;2;103;34.02;0.0;100.0
GCF_002959895.1_ASM295989v1_genomic.fasta;2;142.5;61.41;50.0;50.0
GCF_003671975.1_ASM367197v1_genomic.fasta;4;161.75;38.31;66.67;33.33
GCA_019168305.1_MAFF301350_genomic.fasta;3;94;36.53;33.33;66.67
GCA_900638615.1_58174_F01_genomic.fasta;1;183;61.63;0.0;100.0
GCF_002749895.1_ASM274989v1_genomic.fasta;3;1056.33;56.41;50.0;50.0
GCF_026210475.1_ASM2621047v1_genomic.fasta;11;119.36;32.27;75.0;25.0
GCF_030439285.1_ASM3043928v1_genomic.fasta;1;114;72.07;100.0;0.0
GCA_016127955.1_ASM1612795v1_genomic.fasta;2;542;31.53;100.0;0.0
GCF_025961205.1_ASM2596120v1_genomic.fasta;17;334.59;32.03;78.57;21.43
GCA_900478035.1_47555_E02_genomic.fasta;4;369;40.89;0.0;100.0
GCA_900094605.1_IMG-taxon_2617270735_annotated_assembly_genomic.fasta;5;132.2;36.77;75.0;25.0
GCA_000695625.1_ASM69562v1_genomic.fasta;18;145.44;28.15;50.0;50.0
GCA_900637545.1_51438_G01_genomic.fasta;12;122.58;38.14;50.0;50.0
GCF_001190745.1_ASM119074v1_genomic.fasta;8;548.12;53.44;50.0;50.0
GCF_002632595.1_ASM263259v1_genomic.fasta;2;209.5;55.62;0.0;100.0
GCF_024749065.1_ASM2474906v1_genomic.fasta;3;114.33;36.38;0.0;100.0
GCF_003217235.1_ASM321723v1_genomic.fasta;10;102.7;40.15;60.0;40.0
GCF_026735165.1_ASM2673516v1_genomic.fasta;3;119.33;70.97;33.33;66.67
GCA_011044475.1_ASM1104447v1_genomic.fasta;3;149.33;46.46;33.33;66.67
GCF_004402975.1_ASM440297v1_genomic.fasta;0;0.0;38.43;0.0;0.0
GCA_000825685.1_Rickettsia_hoogstraalii_Croatica_genomic.fasta;2;102;67.62;50.0;50.0
GCF_024072275.1_ASM2407227v1_genomic.fasta;3;99.33;40.08;33.33;66.67
GCF_024347655.1_ASM2434765v1_genomic.fasta;0;0.0;55.97;0.0;0.0
GCA_000376565.1_ASM37656v1_genomic.fasta;12;148.58;29.74;42.86;57.14
GCA_019704535.1_ASM1970453v1_genomic.fasta;0;0.0;35.7;0.0;0.0
GCA_033042455.1_ASM3304245v1_genomic.fasta;4;133.75;32.96;33.33;66.67
GCA_014199435.1_ASM1419943v1_genomic.fasta;4;98;37.78;100.0;0.0
GCA_031297465.1_ASM3129746v1_genomic.fasta;4;104.25;61.64;50.0;50.0
GCA_014524625.1_ASM1452462v1_genomic.fasta;2;106.5;36.94;50.0;50.0
GCF_003952945.1_ASM395294v1_genomic.fasta;15;902.73;33.36;45.45;54.55
GCF_001656035.1_ASM165603v1_genomic.fasta;3;90.33;51.4;100.0;0.0
GCF_003010965.1_ASM301096v1_genomic.fasta;4;98.25;42.96;50.0;50.0
GCA_016028795.1_ASM1602879v1_genomic.fasta;2;172;63.4;0.0;100.0
GCF_002797535.1_ASM279753v1_genomic.fasta;1;91;64.75;0.0;100.0
GCA_000980835.1_ASM98083v1_genomic.fasta;5;289;53.54;40.0;60.0
GCF_003575225.1_ASM357522v1_genomic.fasta;3;119;69.87;0.0;0.0
GCF_024198235.1_ASM2419823v1_genomic.fasta;29;484.41;29.22;54.55;45.45
GCF_001509775.1_ASM150977v1_genomic.fasta;26;149.62;29.03;35.71;64.29
GCA_902158555.1_SB6411_genomic.fasta;4;673.25;46.7;100.0;0.0
GCA_000712595.1_ASM71259v1_genomic.fasta;6;108.83;63.98;50.0;50.0
GCF_009914215.2_ASM991421v2_genomic.fasta;9;291.44;48.06;66.67;33.33
GCF_003429605.1_ASM342960v1_genomic.fasta;1;123;47.46;100.0;0.0
GCF_005862235.1_ASM586223v1_genomic.fasta;3;222.33;28.97;50.0;50.0
GCA_900105945.1_IMG-taxon_2634166899_annotated_assembly_genomic.fasta;16;150.69;28.33;50.0;50.0
GCF_006378125.1_ASM637812v1_genomic.fasta;1;145;36.88;100.0;0.0
GCA_013114825.1_ASM1311482v1_genomic.fasta;1;91;38.12;0.0;100.0
GCF_003860525.1_ASM386052v1_genomic.fasta;2;1972.5;63.98;100.0;0.0
GCF_003025455.1_ASM302545v1_genomic.fasta;5;732.2;61.0;25.0;75.0
GCA_011742875.1_ASM1174287v1_genomic.fasta;5;88.8;33.47;20.0;80.0
GCA_900197685.1_427351_3_genomic.fasta;3;103.33;54.95;0.0;100.0
GCA_019396345.1_ASM1939634v1_genomic.fasta;17;127.47;30.46;28.57;71.43
GCA_017848315.1_ASM1784831v1_genomic.fasta;1;101;35.94;0.0;100.0
GCA_013170705.1_ASM1317070v1_genomic.fasta;4;115.5;36.86;0.0;100.0
GCF_009455635.1_ASM945563v1_genomic.fasta;1;79;38.37;100.0;0.0
GCF_001544075.1_ASM154407v1_genomic.fasta;3;1154;34.26;50.0;50.0
GCF_001499925.1_ASM149992v1_genomic.fasta;5;94.2;33.08;100.0;0.0
GCF_003634585.1_ASM363458v1_genomic.fasta;3;101.67;65.91;50.0;50.0
GCF_036346855.1_ASM3634685v1_genomic.fasta;13;117.15;29.53;40.0;60.0
GCF_003112535.1_ASM311253v1_genomic.fasta;17;129;28.24;37.5;62.5
GCA_032697525.1_ASM3269752v1_genomic.fasta;7;106.86;35.96;57.14;42.86
GCA_900108015.1_IMG-taxon_2617270781_annotated_assembly_genomic.fasta;4;99.25;66.44;0.0;100.0
GCF_004217095.1_ASM421709v1_genomic.fasta;1;150;45.5;0.0;100.0
GCF_002865995.1_ASM286599v1_genomic.fasta;5;97.4;72.15;0.0;100.0
GCF_025398255.1_ASM2539825v1_genomic.fasta;6;1031.17;34.33;50.0;50.0
GCF_002285575.1_ASM228557v1_genomic.fasta;5;262;58.93;33.33;66.67
GCA_900107935.1_IMG-taxon_2617270906_annotated_assembly_genomic.fasta;4;146.75;53.43;100.0;0.0
GCA_023093875.1_ASM2309387v1_genomic.fasta;1;92;37.52;0.0;100.0
GCA_015244565.1_ASM1524456v1_genomic.fasta;1;186;39.98;0.0;0.0
GCF_004684865.1_ASM468486v1_genomic.fasta;2;107.5;66.67;100.0;0.0
GCA_014648335.1_ASM1464833v1_genomic.fasta;4;105;57.24;50.0;50.0
GCF_029457455.1_ASM2945745v1_genomic.fasta;2;184.5;31.91;50.0;50.0
GCA_013389765.1_ASM1338976v1_genomic.fasta;32;337.06;26.01;55.0;45.0
GCA_022637595.1_ASM2263759v1_genomic.fasta;5;125;44.29;0.0;100.0
GCA_023716485.1_ASM2371648v1_genomic.fasta;0;0.0;50.73;0.0;0.0
GCA_016907695.1_ASM1690769v1_genomic.fasta;35;179.83;29.43;52.0;48.0
GCA_015686695.1_ASM1568669v1_genomic.fasta;2;89;57.53;100.0;0.0
GCA_013267535.1_ASM1326753v1_genomic.fasta;4;261.25;68.01;100.0;0.0
GCF_029027905.1_ASM2902790v1_genomic.fasta;2;1528.5;48.42;50.0;50.0
GCA_900230175.1_IMG-taxon_2721755902_annotated_assembly_genomic.fasta;0;0.0;36.06;0.0;0.0
GCF_009908195.1_ASM990819v1_genomic.fasta;19;140.84;29.01;44.44;55.56
GCA_000766865.1_ASM76686v1_genomic.fasta;5;830.6;57.87;25.0;75.0
GCF_005938105.1_ASM593810v1_genomic.fasta;3;81.33;43.33;33.33;66.67
GCA_014068355.1_ASM1406835v1_genomic.fasta;1;136;68.97;0.0;0.0
GCA_900096895.1_IMG-taxon_2671180219_annotated_assembly_genomic.fasta;0;0.0;57.03;0.0;0.0
GCF_034508895.1_ASM3450889v1_genomic.fasta;3;99.67;33.43;0.0;100.0
GCA_900197855.1_329937_4_genomic.fasta;4;100.75;55.9;50.0;50.0
GCA_900142325.1_IMG-taxon_2698536696_annotated_assembly_genomic.fasta;4;2287.25;62.54;33.33;66.67
GCF_007786355.1_ASM778635v1_genomic.fasta;12;280.92;59.58;50.0;50.0
GCA_021300615.1_ASM2130061v1_genomic.fasta;1;497;67.98;0.0;0.0
GCF_003403135.1_ASM340313v1_genomic.fasta;6;587.17;44.28;80.0;20.0
GCF_001644665.1_ASM164466v1_genomic.fasta;5;3148.8;61.06;40.0;60.0
GCA_000740965.1_ASM74096v1_genomic.fasta;9;214.78;48.89;50.0;50.0
GCF_004348335.1_ASM434833v1_genomic.fasta;15;142.6;27.86;66.67;33.33
GCA_902374275.1_MGYG-HGUT-01359_genomic.fasta;5;342.6;40.69;60.0;40.0
GCF_002891435.1_ASM289143v1_genomic.fasta;24;112.04;29.17;55.56;44.44
GCF_001639105.2_ASM163910v2_genomic.fasta;20;332.65;32.32;30.0;70.0
GCF_002086795.1_ASM208679v1_genomic.fasta;3;182.33;34.31;66.67;33.33
GCA_000826125.2_ASM82612v2_genomic.fasta;9;146.78;41.66;62.5;37.5
GCA_903166545.1_P9898_genomic.fasta;1;77;64.17;100.0;0.0
GCF_008245125.1_ASM824512v1_genomic.fasta;6;120.67;34.85;80.0;20.0
GCA_014650875.1_ASM1465087v1_genomic.fasta;32;266.28;27.16;50.0;50.0
GCF_008808095.1_ASM880809v1_genomic.fasta;6;110.33;52.48;40.0;60.0
GCF_030410795.1_ASM3041079v1_genomic.fasta;1;111;57.35;100.0;0.0
GCF_007830635.1_ASM783063v1_genomic.fasta;4;108;36.05;50.0;50.0
GCF_030439705.1_ASM3043970v1_genomic.fasta;0;0.0;71.67;0.0;0.0
GCA_019930885.1_ASM1993088v1_genomic.fasta;3;104.67;61.72;100.0;0.0
GCA_021650955.1_ASM2165095v1_genomic.fasta;2;301;63.23;0.0;100.0
GCA_010730055.1_ASM1073005v1_genomic.fasta;16;519.88;32.21;72.73;27.27
GCF_009931375.1_ASM993137v1_genomic.fasta;2;174;31.79;50.0;50.0
GCA_900496965.1_LMG_3411T_genomic.fasta;8;108.12;33.49;37.5;62.5
GCA_017352235.1_ASM1735223v1_genomic.fasta;3;132.67;59.97;0.0;100.0
GCF_025266575.1_ASM2526657v1_genomic.fasta;2;81;35.92;100.0;0.0
GCA_016728685.1_ASM1672868v1_genomic.fasta;1;5943;39.46;0.0;100.0
GCF_009734705.1_ASM973470v1_genomic.fasta;8;314.75;35.58;33.33;66.67
GCF_001283065.1_Hheil_genomic.fasta;1;94;51.76;0.0;100.0
GCF_001982635.1_ASM198263v1_genomic.fasta;4;115.75;36.01;0.0;100.0
GCA_018128425.1_ASM1812842v1_genomic.fasta;0;0.0;45.65;0.0;0.0
GCA_900659615.1_LMG29177_FinalContigs.fasta.gz_genomic.fasta;28;439.04;27.14;47.83;52.17
GCA_000716805.1_ASM71680v1_genomic.fasta;24;151;30.43;73.33;26.67
GCA_021165935.1_ASM2116593v1_genomic.fasta;2;241;42.43;100.0;0.0
GCA_900111865.1_IMG-taxon_2654588109_annotated_assembly_genomic.fasta;7;664.14;56.28;28.57;71.43
GCA_019966595.1_ASM1996659v1_genomic.fasta;0;0.0;37.9;0.0;0.0
GCF_025558845.1_ASM2555884v1_genomic.fasta;1;90;67.35;0.0;100.0
GCF_001673635.1_ASM167363v1_genomic.fasta;10;183.6;33.29;25.0;75.0
GCF_002899895.1_ASM289989v2_genomic.fasta;1;150;64.85;0.0;100.0
GCF_026343995.1_ASM2634399v1_genomic.fasta;2;135.5;35.09;50.0;50.0
GCF_004801125.1_ASM480112v1_genomic.fasta;1;196;49.37;100.0;0.0
GCA_900101035.1_IMG-taxon_2636416169_annotated_assembly_genomic.fasta;6;100.67;39.87;20.0;80.0
GCA_014649335.1_ASM1464933v1_genomic.fasta;24;161.46;25.96;54.55;45.45
GCA_017167025.1_ASM1716702v1_genomic.fasta;6;114.5;62.29;33.33;66.67
GCF_001856695.1_ASM185669v1_genomic.fasta;3;1040.33;70.06;100.0;0.0
GCF_001886595.1_ASM188659v1_genomic.fasta;28;111.75;27.58;30.0;70.0
GCF_007954785.1_ASM795478v1_genomic.fasta;0;0.0;61.09;0.0;0.0
GCA_011516755.1_ASM1151675v1_genomic.fasta;0;0.0;41.04;0.0;0.0
GCF_003264475.1_ASM326447v1_genomic.fasta;19;126.74;28.93;50.0;50.0
GCF_024539675.1_ASM2453967v1_genomic.fasta;14;137.93;27.75;57.14;42.86
GCF_003516085.1_ASM351608v1_genomic.fasta;1;82;42.78;0.0;100.0
GCF_030229635.1_ASM3022963v1_genomic.fasta;2;88;40.43;100.0;0.0
GCF_003367475.1_ASM336747v1_genomic.fasta;1;107;49.47;100.0;0.0
GCA_900100565.1_IMG-taxon_2615840636_annotated_assembly_genomic.fasta;18;116.5;38.22;38.46;61.54
GCF_001874645.1_ASM187464v1_genomic.fasta;2;103.5;41.5;50.0;50.0
GCF_003813165.1_ASM381316v1_genomic.fasta;2;269.5;54.13;100.0;0.0
GCA_016599795.1_ASM1659979v1_genomic.fasta;5;137.2;68.42;75.0;25.0
GCF_002217735.1_ASM221773v1_genomic.fasta;4;455.5;58.43;33.33;66.67
GCF_009466385.1_ASM946638v1_genomic.fasta;5;376.6;61.95;100.0;0.0
GCF_002802865.1_ASM280286v1_genomic.fasta;13;218.62;41.72;41.67;58.33
GCA_900660535.1_50681_A01-3_genomic.fasta;5;1091.2;74.35;66.67;33.33
GCA_011395035.1_ASM1139503v1_genomic.fasta;1;103;46.38;100.0;0.0
GCF_036069355.1_ASM3606935v1_genomic.fasta;26;150.15;29.91;46.15;53.85
GCA_000700025.2_ASM70002v2_genomic.fasta;9;95.44;33.52;37.5;62.5
GCF_003860565.1_ASM386056v1_genomic.fasta;3;176;66.94;33.33;66.67
GCA_019047805.1_ASM1904780v1_genomic.fasta;7;101.57;31.15;66.67;33.33
GCA_900110605.1_IMG-taxon_2622736498_annotated_assembly_genomic.fasta;4;98.5;62.23;100.0;0.0
GCF_004359985.1_ASM435998v1_genomic.fasta;3;120;36.63;0.0;100.0
GCF_001457615.1_NCTC10332_genomic.fasta;6;572.83;33.48;33.33;66.67
GCF_030227215.1_ASM3022721v1_genomic.fasta;6;163.5;31.29;66.67;33.33
GCA_900091555.1_IMG-taxon_2619619047_annotated_assembly_genomic.fasta;13;148.23;26.66;33.33;66.67
GCA_014145605.1_ASM1414560v1_genomic.fasta;5;96.4;61.76;100.0;0.0
GCF_003261575.2_ASM326157v2_genomic.fasta;6;159.83;46.72;75.0;25.0
GCF_003026215.1_ASM302621v1_genomic.fasta;0;0.0;58.49;0.0;0.0
GCA_014852565.2_ASM1485256v2_genomic.fasta;13;116.38;28.83;50.0;50.0
GCF_024807375.1_ASM2480737v1_genomic.fasta;4;380.75;35.2;50.0;50.0
GCF_003863365.1_ASM386336v1_genomic.fasta;10;94.4;36.83;37.5;62.5
GCF_008364955.1_ASM836495v1_genomic.fasta;14;225.29;32.73;50.0;50.0
GCF_001584325.1_ASM158432v1_genomic.fasta;0;0.0;54.74;0.0;0.0
GCF_001315015.1_ASM131501v1_genomic.fasta;4;438.75;31.67;0.0;100.0
GCA_900637055.1_46837_E02_genomic.fasta;2;101;52.56;0.0;100.0
GCF_030295765.1_ASM3029576v1_genomic.fasta;2;108;46.72;0.0;100.0
GCF_037478035.1_ASM3747803v1_genomic.fasta;3;130.33;39.19;50.0;50.0
GCF_001462205.1_HalopeDYS1.0_genomic.fasta;34;393.44;31.58;57.14;42.86
